id	text	humor
4229	خمسه دحابشه استاجروا شقه في عدن كل اسبوع يطردوا واحد سالوهم ليش قالو عاملين سوبر ستار	yes
4230	خمس شياطين مجتمعين علي بدوي ليه واحد يوسوس له و اربعه يفهمونه	yes
4231	خمد المضروطي لايمثل نفسه ابدا ولكنه يمثل نفسيه صاحبه مبزبز الذي رفض الحضور واصر علي الغياب خاميد المزروطي مبزبز	no
4232	خليلي انسهل اعطوه وحدتين خري في العضل	yes
4233	خلي بالك حانوتي وهو بيلعب في ال مبيحبش حد يقوله عاش	yes
4234	خلي الناس مبسوطه يا نفسيه	no
4235	خلاص افهموا اللاعب نفسيه واول موسمين صح وبعدها خلاص انتهي يلعب بدون نفس ارزعوه في الدكه خلوه يخيس لابارك الله فيه الكيان اكبر منه	no
4236	خلاص احاول ابتعد عن التشجيع راحه نفسيه وجسديه	no
4237	خضار و جزار تخاصموا علي البلاصه في السوق الجزار ضرب الخضار بكيلو وهو يسخف جا الاسعاف دا الخضار للصبيطار و ملي فاق لقي الفرامليا لابسين الطابليات دايرين بيه وهو يقول ليهم وا شهدوا عليه امالين صيكوك واشهدوا عليه امالين صيكوك	yes
4238	خريج ثانويه بمعدل اشتغل مسجل في عياده كانت النساء ينتظرن دورهن وفجاه خرج ونادي شفاطه محمد شفطوا راسك	yes
4239	خريج ثانويه بمعدل اشتغل مسجل في عياده	yes
4240	خرج واحد النظام انه لي دار حزام السلامه غيعطيوه الشرطه واحد المكافيه او هو ادوز واحد المقرقب فواحد الحديده او داير حزام السلامه او هوما اعطيوه درهم او سولو واحد البوليسي قال ليه اش غدير بهاد الفلوس او جاوبو قال ليه غندوز بهم البيرمي ه	no
4241	خرج جحا يوما مع صديق الي الحقل فراي ذيبا فجري خلفه صديقه ليصطاده فدخل الذيب جحره فادخل صديقه راسه وراءه في الجحر ولما طال سكونه ذهب اليه جحا فلم يتحرك فجره فوجده بدون راس لان الذيب كان قد نهش راسه فرجع الي منزل صديقه وقال لزوجت لما خرج زوجك اكانت راسه معه ام لا لقد وجدته الان بلا راس	yes
4242	خبر عاجل تعلن وزاره الصحه انها رصدت فيروس ايبولا الخطير علي الاوراق النقديه من فيه درهم لذا ننصحكم بجمع ما لديكم منها ووضعها في اكياس سوداء و سنمر لاخذها منكم فصحتكم تهمنا اكثر و شكرا	yes
4243	خبر ان محمد صلاح بينافس رونالدو علي لاعب الشهر في الدوري الانجليزي ده جميل اوي مين كان يتوقع ان يبقي فيه مصري بيتحدي واحد من اعظم الرياضيين في التاريخ ده شيء كان يفوق تخيلاتنا حقيقي وصل لمكانه استثناييه ومبقاش بعيد كتير عن محمود الخطيب	no
4244	خايفه علي نفسيه ورعاني	no
4245	خالد الغندور عبر فيسبوك هو مش كان فيه بيان من مجلس اداره الاهلي بحكام اجانب في ماتشات السوبر و كاس مصر و حصل فعلا في ماتش طلايع الجيش و النهارده مافيش فار و حكم مصري كده البيان باظ	no
4246	حياك الله ومرحبا بك وانا احييك واحيي كل مصري شريف لكن اسمح لي ابلكك لان انا هذا الوقت اكون فيه منعس ولا اقدر اتحمل اي شي من الامصار	no
4247	حوالي ١٨٠٠ مليون جنيه مصري لبناء سوق هو فيه ايه بالضبط الي متي الديون والي متي النهب	no
4248	حوار انك تواجهه مخاوفك المتجسده ف اشخاص او اماكن حوار جامد اه بيحتاج وقت طويل ومجهود وتهييه نفسيه بس لما بتوصل بتحس بانتصار عظيم	no
4249	حمصي سايق تاكسي في باريس ركبت معاه وحده عريانه كامل وطول الطريق يراقب فيها في المرايا قالت اول مره تشوف وحده عريانه قال لا بس اموت واع رف من وين رح اتطلعي فلوس الاجره	yes
4250	حمرا ولا هيحصل حاجه هتكون زي مدينه الاساس في دمياط واي مشروع الريس فطوطه بيحط ايده فيه خرابه	no
4251	حمدلله هو اللي خسر النصر كلامك غير منطقي ابولمي	no
4252	حمدلله مسبب لك ازمه نفسيه هو والقاسم	no
4253	حمدلله بتجيه عقده نفسيه من مرمي الاتحاد	no
4254	حمدالله يستهزي في البلنتي ويمشي المدرب	no
4255	حمدالله يستهتر والمدرب يقال يارب سامحهم	no
4256	حمدالله لعب في نفسيه جمهور النصر ه حبيت هاللاعب	no
4257	حمدالله بعد ما سكتهم اول مره رمي علي ناديه كره جمهور كامل وضغوط نفسيه	no
4258	حمدالله ان السومه ماهو نفسيه ولا يشخصنها مع الجمهور الله يعين النصراويه	no
4259	حمدالله المفروض هو يخرج وليس ابوبكر مجامله لاعب نفسيه علي حساب الكيان امر مرفوض وكملت بمدرب اسوء من السيء	no
4260	حمد الله هذا غريب مره مره تجي له حاله نفسيه اذا قابل حارس	no
4261	حمد الله مدري نصنفه جعص ولا نفسيه	no
4262	حمد الله لو انا مكانه بتجيني عقده نفسيه ماعاد اشوت البلنتيات وهو ماشاء الله ياحبل ماتهزك ريح	no
4263	حمار قال لخطيبته ايمتا غادي نتجوجو ا الحماره قالت ليه حتي تعرف تهدر ا الحيوان	no
4264	حلبي راح يخطب وحده قدمتله شاي فيه كيس ليبتون قال ايوا بلشنا حجابات	yes
4265	حكيم لقي رجلا اغتابه فتبسم الحكيم وقال له هلا اخدت بيدي وذهبنا لمكان لا يرانا فيه احد فاحس الشخص بالخجل واخذه لتحت شجره في نهايه الحديقه فقال له نعم قلت فصنج ابوه كف وبطحه بالارض ودعسه ببطنه وعباله لقفه تراب وقله لاعاد اسمعك تتكلم عني بسوء ورجع الي بيته العبره الحكيم احيانا يكون ضبحان وراتبه مقطوع فمش دايما يكون رايق وسالي ويجلس يقول حكم	yes
4266	حكام العاهرات الامارات طال فجورهم وعدوانهم كل بلد عربي ومسلم فما من مكان في هذه البلدان الا وسفكت الدماء وانتشر الخراب فيه بسبب مومراتهم وخبثهم	no
4267	حقيقي ماعنديش حاجه تاني اديها لحد لا حب ولا طاقه ولا حتي شويه دماغ تسمع وتحل محتاجه هدوء وراحه نفسيه واي حاجه مش مريحه مش عاوزاها حتي او روحي فيها	no
4268	حقيقي راحه نفسيه والله	no
4269	حقيقه كان عندي كتاب اسمه المعاصر منهج مصري لكن استعاره زميل من قرابه شهر وكان فيه مثل هذه الدروس وهذه المسايل	no
4270	حقيقه في رحيل البعض حياه وفي ابتعادهم سعاده وفي مسح رسايلهم طمانينه وفي تجنبهم نجاه وفي انقطاعك عنهم راحه نفسيه ومزاجيه	no
4271	حقايق يجب ادراكها المدرب ضيع النصر ودمر نفسيه اللاعبين وشتت افكارهم بتكتيكه سكوت حسين عبدالغني ضد مايفعله المدرب اعتبره عناد وكارثي مسلي ال معمر هو من يتحمل تبعات مايحدث للنصر كان بالامكان تدارك الكوارث التدريبيه مبكرا لكن المكابره ذبحته	no
4272	حظ اوفر لجمهور الشمس جمهور نادي النصر العالمي مدرب فاشل ولا يجيد التغيير وقراءه المباراه ورعونه حمد الله في ركل الجزاييه التي كانت نقطه تحول جعلت لاعبي النصر في حاله نفسيه سييه وجعل من لاعبي خصمهم في حاله نفسيه افضل	no
4273	حط يدك بيد الكفو وخاويه ولا تحط يدك بيد الردي ولا تتمسك فيه	no
4274	حط روما اول واحد في التصويت والباقي بعده	no
4275	حضرتك مصري اشتريته للاسف خسارتي فيه كبيره جدا جدا الحمد لله	no
4276	حشاش هز زوجته عند القاضي باش يطلقها وياخذ الولد منها قالت الزوجه الولد من حقي حملته تسعه شهور نظر القاضي في الزوج المحشش وجده يتامل بزوجته مبتسما فقال له وانت شنو رايك قال الحشاش يا حضره القاضي اذا انت حطيت قطعه نقديه في ماكينه بيبسي ونزلت علبه البيبسي شكون ياخذ العلبه انت ولا الماكينه	yes
4277	حسبي الله ونعم الوكيل فيه مع اني مصري بس يستاهل الحرق لانه بيشوه صوره شعب باكمله	no
4278	حسبي الله عليه اعدم نفسيه الجماهير واللاعبين	no
4279	حسبي الله ع الكيبورد اللي مره يطلعني مصريه ومره سوريه اكتب وماانتبه الا بعد ماارسل واكتشف ان الكلام مصري ماحدش هو فيه ايه نعم	no
4280	حركه بايخه كيف مصريين يفتشوا في مطار ليبي معقوله شنو هالمهزله يعني وين مسافرين لامريكا مثلا كلها مصر اللي جنبنا شعب ماعرفها من وين جايه يلهد في جره الزواج وخلاص والمصريين يفتشوا فيه في بلاده مش بعيده حتي رييس ليبيا الجاي يكون مصري	no
4281	حرفيا كده المكان النظيف والتعامل الحلو بخلي نفسيه الواحد تتحسن	no
4282	حد يقول ل ست شيفون ان فيه مثل مصري بيقول حرص من الم٤رص	no
4283	حجم التعليقات يوضح حقيقه الرعب ال الناس عايشه فيه	no
4284	حتي وانا عندي اوف الاحد بس تبقي نفسيه السبت موجوده	no
4285	حتي نفسيه القهوه تعبت من السبت	no
4286	حتي مع الاسماعيلي كان عادي جدا مكنش سوبر لدرجه انه يلعب للاهلي جاب ١٤ جون نصهم ضربات جزاء بس الفكره ان وقتها مكنش فيه مهاجم مصري متوسط حتي ف كان مقبول الي حد ما اما بالنسبه للتريقه ف هو نفسه اتريق علي نفسه في اعلان اساسا	no
4287	حتي الحقيقه لن تغير شيء مع شخص بيساوم بين رزقه وبين لقاح فيه ناس لو فقدت ارزاقها هتنتهي حياتها فطالما هي منتهيه فلتنتهي	no
4288	حتي ابو بكر طلع نفسيه زعل لما بدله المدرب المدرب و مدير الكره و المهاجمين كلهم نفسياتهم رق	no
4289	حبيبي مهما اختلفنا مع الناس او شخص لايعني ان نسيء لشعب كامل نعم فيه سباك وصباغ ونجار مصري وفيه ايضا طبيب ومهندس وصيدلي مصري نكن لهم كل الاحترام واهم اخواننا لا تسيء لشعب كامل عشان شخص	no
4290	حبيبنا جمال عارف شكله زعلان في لا يكون ابو عبدالعزيز النتيجه مزعلته وكان يبغي فوز اكبر	no
4291	حبيبنا ابو بدر خلاص غيرنا المدرب وجمال كل فوز ياكد تغيير المدرب يعني يا جمال انت من غيرت الاتحاد اعرف ان الاتحاد اكبر من الكل	no
4292	حبيب قلبي يا عم اشرف هو فيه عريس بعدك	no
4293	حاله انفصال عن الواقع قد تكون مشكله نفسيه	no
4294	حاسه حالي نفسيه بالاشياء اللي بنزلها مش هيك بس اول مره اجرب شعور الخذلان فالصدمه قويه كانت	no
4295	حاجه غريبه يعني واحد بيدفع تمن الانترنت وبزياده وشغال علي موقع مش مصري تاخدوا منه ضرايب ليه يعني لو صانع المحتوي مصري بره مصر هتعملوا فيه ايه هتحجزوا علي ممتلكاته ولا تسجنوا عياله	no
4296	حابب اقوللكم ان فيه براند مصري فاتح من كام سنه اسمه بلد الغريب بيعمل احلي سيفود فاست فود في العالم جربوه	no
4297	حابب ابدا الاكونت دا بدايه جديده عن اللي قبله وبما ان ف مشاكل نفسيه داخليه فانا همشي بمقوله الانتقام هو ان تعض الكلب لان الكلب عضك يمكن اعرف اسيطر علي الحرب النفسيه اللي انا فيها شويه	no
4298	جوه رووعه اتوقع فيه عرق مصري فلاوي ماشاء الله تبارك الرحمن	no
4299	جوده الحياه لايوجد تبرير لسوء الخلق اطلاقا لا نفسيه سييه و لا مزاج متعكر ولا غيره والمحترم الخلوق مهما مر بظروف صعبه يبقي محترما خلوقا ان الكرام و ان ضاقت معيشتهم دامت فضيلتهم و الاصل غلاب	no
4300	جوج حشايشيه كيتكيفو قدام مرايا واحد قال لصاحبو شوف وحدين مقابلين معانا صاحبو ناض وقال ليه انا هنسولهم قال ليه غير رجع هواحد منهم جاي	yes
4301	جواب لمحمد العنزي لان حمدالله فارض نفسه ومعتبر نفسه اكبر من النصر	no
4302	جني دخل في راس هندي لاقاه ميت من الجوع	yes
4303	جميل فيه تحدي االمنشن الثاني قله احبك وطلعت لي انت فقلت اعتبرووني قلتها وانا مدري صراحه بنوته والا رجال العجيب بالموضوع انك صرت تتكلم مصري هل فعلا انت من يمهوريه مصر والاليه	no
4304	جميع اللاعبين بدون اي استثناء يابو بدر النمور كانو رجال في الملعب	no
4305	جمهور نفسيه كل شي اي شي يحطوه ف حسين وش ذا الله يعين حسين عليكم	no
4306	جمهور نادي الفقر جمهور نفسيه وبكايه وحالتهم صعبه والله ه	no
4307	جمهور النصر مقرفف ع كل لقطه يصيح والحمير مايدرون ان هالشيء ياثر ع نفسيه اللاعبين	no
4308	جماهير الاتحاد تسجل رقم قياسي جديد بشراء جميع التذاكر المتاحه لمباراه ديربي جده امام الاهلي خلال اقل من دقايق علما ان سعر التذكره الموحده لاقل فيه ريال ما يعادل جنيه مصري واعلي فيه ريال ما يعادلها جنيه مصري	no
4309	جمال عارف يقول الاتحاد لايدافع وهو كل المباراه يدافع ويلعب علي المرتده هذا اتحاد كاريلي لم يتغير	no
4310	جمال عارف الفارق في الاتحاد هو المدرب كوزمين لانه مش خواف الاتحاد عميد الانديه السعوديه اشترك الان وتابع الحلقات علي شاهد	no
4311	جماعه خطفوا عزوزه و طفله صبيه باش يغتصبوهم عاد الطفله طعيط و تصيح هبطونا هبطونا خزرتلها العزوزه علي جنب و قالتلها كل واحد يحكي علي روحو بنيتي	yes
4312	جلب مدافع غير شكل الاتحاد جلب كورنادو غير شكل هجوم الاتحاد ماشاء الله الاتحاد يسجل اربعه وثلاثه وسته وبدون مهاجم صريح	no
4313	جلال الدين احمد امين عالم اقتصاد واكاديمي وكاتب مصري والده هو الكاتب احمد امين توفي في سبتمبر بفكر عميق و قلم شديد السلاسه يحول امين سيرته الذاتيه الي اداه سبر للمجتمع الذي نشا فيه فيربط الخاص بالعام و يتحول الفرد الي مراه عاكسه لمجتمعه	no
4314	جفا جحا امه فقالت له اهذا جزايي وقد حملتك في بطني تسعه اشهر فقال لها ادخلي في بطني حتي احملك سنتين وخلصيني	yes
4315	جريش بدون دجاج او لحم شوربات جربي نكهات غير النكهات اللي متعوده عليها اسلقي خضار و اهرسيها مع رز مصري سوي لذييذه مع صوص فيه نكهه شواء اللحم لانك ماتقدرين تاكلين لحم فيه خيارات كثير بس انتي فكري و ابحثي واقري حاسه بمعاناتك امر فيها مع كل شد تقويم اسبوع كامل	no
4316	جايلك يوم باذن الواحد الحي القيوم كل الشعب فيه هيقوم يزلزل عرشك يهدم حلمك يفضح كدب يقسم ظهرك ياكل كبدك انت وعصابتك	no
4317	جايب مصري يبي مشاهدات نعرف ماجد ونعرف النصر مايحتاج احد يعلمني فيه سنه ب بطوله ويسمونه اسطوره	no
4318	جالسين عندي اثنين يتابعون مصري يشرح باليوتيوب عن الابعاد والمجرات ويقول ان فيه شخص نفسك انت يافلان بس ببعد ثاني	no
4319	جالس مع هلالي ويقولي اصلا اللي متحكم في ناديكم حمدالله ويعطيني حقايق و انا استحيت اني ارد او اقول شيء الله يسود وجهك يا كانك عطيت ورع المغرب ذا وجه و مجامله وهو نفسيه ماا يمشي الا بالدعس	no
4320	جالس افكر حمد الله ايش كان يفكر وقت البلنتي ماطلع معاي الا انه معاه عقد نفسيه ويحب الشو وان الناس تسبه	no
4321	جاء ضيف لجحا فاشتري دجاجتين وقال لامراته اطبخيهما لنا فطبختها واكلتها فلما جاء ميعاد الاكل قال لها حضري الطعام فقالت له هل تاكل دون خبز فخرج حجا يشتري خبزا فدخلت هي عند الضيف وقالت له هل تعلم السبب في ان زوجي دعاك قال لا قالت لثد اصيب زوجي بالجنون ووصف له الاطباء ان ياكل اذني انسان فجاء بك هنا ليقطع اذنيك وياكلهما وعلامه ذلك انه يضرب علي صدره ويحرك يديه وعاد جحا وقال لزوجته هيا حضري الطعام فقالت له زوجته انك بعدما حضرت قام الضيف واخذ الدجاجتين ووضعهما في منديله فبدت من جحا حركه تشبه ما قالته زوجته للضيف فخرج الضيف يعدو خوفا من قطع اذنيه فاشارت زوجه جحا اليه وقالت له انظر هذا هو الضيف خرج يعدو خجلا منك فاسرع جحا خلفه وهو يصيح به يا اخي خذ واحده واعطني واحده يقصد بذلك الدجاجتين فصاح الضيف وهو يزيد من سرعته ان ادركتني فخذ الاثنين	yes
4322	جاء شرطي برجلين الي مجل القضاء وكان جحا يجلس مع القاضي فعرض الشرطي قضيه الرجلين وقال انه وجد في الطريق بينهما اقذارا ممنوعه وادعي كل منهما ان جاءه مطالبا بازالتها لانه هو الذي وضعها في عرض الطريق واراد جحا ان يعبث به ليسخر منه ويفضح دعواه لانه كان يدعي العلم والمعرفه وساله ا يقضي فيها بالحق بين الرجلين فقبل جحا اقتراح القاضي وسال الشرطي هل كانت الاقذار اقرب الي دار هذا او دار ذاك قال الشرطي انها كانت في الوسط بينهما قال جحا انما يزيلها اذن مولانا القاضي لا نها في الطريق العام ومولانا القاضي هو المسيول عن المدينه	yes
4323	جاء جحا مع صديق له الي ارض واسعه فقال الرجل هنا نبني دارا واخذ الرجل يشير باصبعه الي اماكن معينه من الارض ويقول له وهنا نبني غرفه جلوس وهنا غرفه نوم طعام وبينما الرجل يقول وهنا كذلك اذ خرجت من الرجل ريحا فضحك جحا وقال وهنا نبني مرحاضا	yes
4324	ثمه واحد مشي لطبيب الاسنان باش يركب فمقال للطبيب قداش السوم متاع تركيب الاسنان قال له الضرس بدينار والسن ب والناب ب دينار قال له ركبهم الكل انياب	yes
4325	ثمه واحد طاح عليه اليل مات قالك فما واحد حب يصب كارطه في تليفونو يا خي تكبت عليه واحد دخل صبعو في سطل ماء فرق كيف خرجو ما لقاهوش ياخي غطس راسو يلوج عليه الشرطي يسال في السارق بربي كيفاش نحيت السطوش وهو في جيب الفيسته متاع الراجل و مسكر من الداخل بسلسله قالو برجوليه انا ما نعطيش دروس بلوشي تونسي وياباني وامريكي تخاطرو اشكون يحرك ذيل فيل الامريكي بالاورديناتور والاسلحه مانجم يعمل شي الياباني بالكاراتي والتايكواندو النسمه مانجموش جاء التونسي مد حكه هريسه وحطهالو في ذيلو ياخي حركو ومن بعد تخاطرو اشكون يحركلو راسو الياباني مانجمش والامريكي زاده جاه التونسي قاللو نعاودلك كيما بكري جاوبو الفيل براسو لا فمه واحد طالع في كميون مع عجل ياخي طاح العجل قالوا للراجل وينو العجل قلهم العجل ماهو طاح قالوا شبيك ما قلتش قالهم كان طحت انا باش يقوللكم هو واحد طلب من امو تدعيلو قالتلو روخ يا ولدي ربي يعطيك دار بلا كرا و ماكلا بلا شرا لقا روحو في الحبس قلك فما واحد مرماجي مزمر تعدت قدامو وحده حلوه تتكيف قلها ياريتني سيقارو في فمك قتلو منتكيفش الحلوزي في مره واحد نذل راح عا المقابر وحط شريط الحياه حلوه في واحد اشتري سرير جديد ورقد بكري باش يجربه	yes
4326	ثمه واحد طاح عليه اليل مات	no
4327	ثما مسلسل مصري قديم اكتشفته موخرا اسمه الوسيه كيما الهنشير الكبير يسكنوا فيه الفلاحين و يخدموا الخواجه الاقطاعي الحوارات و الصور فيه حاجه ناطقه في الصميم لو ما تفرجتش فيه تفرج و لن تندم طرح هذه الاسيله قديم لكن المسلسل عاود شحنها و اثراها	no
4328	ثلاثه ديال الكسالي مشاو يدوزو امتحان ملي سالاو كل واحد سول لاخور اشنو دار الاول قال ليهوم انا خليت الورقه خاويه التاني قال ليهم حتي انا خليتها خاويه الثالث قال ليهم صافي مشينا فيها ملي كلنا دايرين بحال بحال غادي يعرفونا تناقلنا عولو علي السقوط	yes
4329	ثلاثه اولاد جابوا اربعه بنات كل واحد دخل مع بنيه ياخي الطفله اللي بقات وحدها قالتلهم يا تشوفولي راجل يا نبلبزها و ما يتم شيء	no
4330	ثلاثه اغبياء حبو يسرقو بنك هم بداو و الشرطه جات يلا كل واحد تخبي في بلاصه الاول تحت كرهبه سالوه قال انا ميكانيسيان الثاني فوق عمود الضو سالوه قال انا الكتريسيان الثالث تحت بهيم حاشاكم سالوه ما لقي ما يقول قاللهم انا توا كي تولدت	yes
4331	ثلاثه اغبياء حبو يسرقو بنك هم بداو و الشرطه جات يلا كل واحد تخبي في بلاصه الاول تحت كرهبه سالوه قال انا ميكانيسيان الثاني فوق عمود الضو سالوه قال انا الكتريسيان الثالث تحت بهيم حاشاكم سالوه ما لقي ما	yes
4332	ثلاثه اغبياء حبو يسرقو بنك هم بداو و الشرطه جات يلا كل واحد تخبي في بلاصه	yes
4333	ثلاث مجانين و احد منهم اسمه محدش و الثاني اسمه ياسر و الثالث اسمه مجنون محدش و ياسر اضاربوا راح مجنون يبلغ الشرطه قال محدش و ياسر يضاربوا قال الشرطي انت مجنون قال كيف عرفت اسمي	yes
4334	ثلاث اغبياء يمشون في ضلمه وقع واحد منهم في حفره عميقه قام يصيح طلعوني راح اموت مدوا له حبل شده في رقبته طلع ميت	yes
4335	ثقيله عليك ياابو بدر تقول دربي الرياض بين الشباب والهلال اما دربي عسير عليك سهل	no
4336	تويتر سعه صدر يا نفسيه	no
4337	تويا هذه وفي منها مصري وتركي وايطالي والليموني فيه منه مصري وتركي وايطالي الاغلي الايطالي لاكن مافيش فرق	no
4338	تونسي وياباني وامريكي تخاطرو اشكون يحرك ذيل فيل الامريكي بالاورديناتور والاسلحه مانجم يعمل شي الياباني بالكاراتي والتايكواندو النسمه مانجموش جاء التونسي وقال ميفل فيه كان الفلفل الحر حط للفيل ياخي الفيل حرك ذيل ومن بعد تخاطرو اشكون ايحرك راس الفيل الياباني مانجمش والامريكي زاده جاه التونسي وقال للفيل ايا انعاودلك كيما بكري جاوبو الفيل براسو لا لالالالالالالالالا	yes
4339	تونسي وياباني وامريكي تخاطرو اشكون يحرك ذيل فيل الامريكي بالاورديناتور والاسلحه مانجم يعمل شي الياباني بالكاراتي والتايكواندو النسمه مانجموش جاء التونسي مد حكه هريسه وحطهالو في ذيلو ياخي حركو	no
4340	تونسي و ليبي و دزيري و فرنساوي تفاهموا كل واحد يرمي حاجه عندم منها برشا في بلادهم عادا الفرنساوي لوح دبوزه شراب قالهم عنا منها برشا في فرنسا الدزيري لوح دبوزه غاز قاهم عانا منا برشا في الدزاير الليبي شد لوح برميل نفط قلهم عانا منها برشا في ليبيا التونسي شد لوح الليبي قلهم عانا منهم برشا في تونس	yes
4341	تونسي قدام الكعبه يبكي ويقول يارب سامحني وماعادش نقول علي الليبيين نكت طول عمري واقف وراه واحد ليبي سالوا ياخويا التونسي بالله القبله	yes
4342	توكلي علي الله حنعيش كم مره وبعدين الدبدبه حلوه ويصير دمهم خفيف مو زي الضعاف من كثر مهم جيعانين يصيروا نفسيه	no
4343	توقع هالحركه يسوونها بكل مطعم يشتغلون فيه نصيحه اي مطعم فيه مصري لاتطلبون منه فايدتين من المقاطعه اولا الصحه تحافظ علي صحتك لان اغلبهم فيهم وباء كبدي ثانيا راح يضطر صاحب المصلحه يجيب عماله من دول ثانيه غير المصريين وبجذي يخفون من الديره وعساهم ينقطعون من ديرتنا يارب	no
4344	توفي مخترع جهاز المشي عن عمر يناهز عاماكما توفي مخترع الجمباز عن عمر يناهز عاما ايضا توفي بطل العالم في كمال الاجسام عن عمر يناهز عاما وتوفي افضل لاعب كره قدم في العالم مارادونا عن عمر يناهز عاما يعود الفضل الي في المساعده في بدء ثوره اللياقه البدنيه في امريكا من خلال الترويج للركض ولكنه توفي بنوبه قلبيه وهو يجري عن عمر يناهز عاما بالمقابل فقد توفي مخترع شوكولا نوتيلا عن عمر يناهز عاما وتوفي صانع السجاير ونستون عن عمر يناهز عاما كما توفي مخترع الافيون في زلزال عن عمر يناهز عاما يقفز الارنب دايما لاعلي ولاسفل لكنه يعيش لمده عامين فقط بينما السلحفاه التي لا تمارس الرياضه علي الاطلاق تعيش عاما لذا استرح استرخي ابق هاديا تناول الطعام والشراب كل ما لذ وطاب واستمتع بحياتك يا ابو كرش واضرب فته و كوارع و وحنيذ و الحلويات البسبوسه ام مكسرات اللي بتسيح سمنه بلدي و متنساش خالتك ام علي اللي بالمكسرات و عمتك الكنافه الملفوفه علي الفستق	no
4345	توانسه و انقليز راكبين في سفينه التوانسه يعملون علي سطح السفينه و الانقليز في الاشرعه ياتي تونسي فيقول لواحد انقليزي التونسي هبط الشراع الانقليزي يصرخ التونسي يا ولدي هبط الشراع الانقليزي التونسي يصرخ يا ولدي هبط الشراع الانقليزي يصرخ يذهب التونسي الي احد اصدقايه قايلا انت تتكلم الانقليزيه اليس كذلك الاخر بطبيعه الحال فيذهب هذا الاخير و يصيح للانقليزي الانقليزي يصرخ التونسي مالا هبط الشراع	yes
4346	توانسه و انقليز راكبين في سفينه التوانسه يعملون علي سطح السفينه و الانقليز في الاشرعه كيف وصل لالطاق تذكر الي بوه و امو متوفين ليهم ياسر كيف وصل لالطاقتذكر الي ما اسموش محسن	yes
4347	تهييه نفسيه وش تبيه يسوي لهم يجيب لهم بنات في المعسكر	no
4348	تهقي ربعنا شنو بيعرضون باكسبو الامارات اتوقع عقال فاسد وبدله مصري هذا اللي فالحين فيه	no
4349	تمام يا صديقي الفاضل الكتاب ده موجود فيه كلمات جميله جدا وكلها اصلها مصري قديم	no
4350	تمام اهو انت اعترفت ان البنك الدولي لم يخرج اي منشور يقول فيه ان منظومه التعليم المصريه فشلت بل هي ايضا وجهه نظر منك بناء عليها توهمت امور لما تنشر وجهه نظرك ابقي قول انها وجهه تظر مش تقول البنك الدولي اعلن كذا	no
4351	تم الغاء الهدف الرابع بناء علي الماده نفسيه الجمهور	no
4352	تلاقي واحد يقولك حقوق النساء في افغانستان طيب وانت مال اهلك متكلمني عن المسلمين في الصين والهند ييجي غيره يقولك نحذف خانه الديانه من البطاقه عشان العنصريه طيب ايه رايك نحذف الوظيفه من البطاقه وميكنش فيه كرنيهات للوظايف واتعملني في اي مكان علي اني مواطن مصري فقط	no
4353	تكفي يانصر تكفي طلبتك بكره احد يرحم والديك محنا ناقصين نفسيه زق	no
4354	تكفي وين اكو بالديره مطعم ما يشتغل فيه مصري مو باجي الا راعي النخي والباجيلا الافغاني وراعي السمبوسه الهندي يصير مكانه مصري	no
4355	تكفون لاحد يقول لاتشرهون عليه اسمه خالد لانه جات لنا عقده نفسيه من اسماينا	no
4356	تقول دانا مصري امينه سر قطاع المراه وعضو مكتب التثقيف السياسي في تيار سعد الدين لصالح المشنوق يا عيب الشوم عليك يلي ما فيه خير لبيو ما فيه خير لحدا حاج تتطاول ع بيك استحي بقي لو ما ابو صالح ما حدا بيعرفك وما حدا بيستقبلك افضل يا دانا انك تهتمي بمكياجك وبتصلحي تاتو حواجبك	no
4357	تقصد الالباني الغير مصري قبطي اللي حكمكم بالنار و الحديد جيشه ما كان فيه قبطيين كانوا مرتزقه البان و غيرهم و انتم ميعبدين كالعاده عموما هذا ما يغير شي هذا تاريخكم	no
4358	تقرا يوميا القراءه ركن اساسي من اركان النجاح و احيانا القراءه ممله للكثير لذلك ما يخالف انك تسمع لبودكاست بدلا من القراءه الكتب مهمه جدا لانها تقدم لك معرفه ماليه الاب الغني و الاب الفقير معرفه نفسيه كتاب الحياه مشاعر معرفه مهنيه اي كتاب في تخصصك	no
4359	تفكير صعب ونبي ويدمر نفسيه كلش يسويها زباله وحرامات هل وش الحلو يصير زباله	no
4360	تفرق شملهم الا علينا وهذا دليل صدق قضيتنا الكل يهاجمه والكل يعجز ان يطعن فيه الاسلام دين الحق ياله من دين لو كان له رجال	no
4361	تغييرات مدرب النصر و عدم توجيه خصوصا للمهاجم اللي كان سيرحل قبل فتره و دللوه و هذي اخرتها	no
4362	تغيير نفسيه بس لو بعملها حروح اعيط وكانووالاشي كان جد	no
4363	تغضب المراه من زوجها بايع الاقلام الجافه لانه بيقط	no
4364	تغريده في حب الصديق اللي يتفهم انك بين غمضه عين والثانيه تقدر تبدل بين شخصياتك و تصير مره عصبي ومره نكتكجي ومره نفسيه ومره رومانسي ويتفاعل معك حسب الشخصيه اللي ماسكه الشفت	no
4365	تعرف ليش الصاروخ يدفع من خلفه غازات حارقه عند الانطلاق حتي ما يتعلقوا	yes
